Year;Month;Anomaly Monthly TAVG;Unc. Monthly TAVG;Anomaly Annual TAVG;Unc. Annual TAVG;Anomaly Five-year TAVG;Unc. Five-year TAVG;Anomaly Ten-year TAVG;Unc. Ten-year TAVG;Anomaly Twenty-year TAVG;Unc. Twenty-year TAVG
1773;6;-1.134;1.669;-0.473;1.168;-0.480;0.796;-0.752;0.897;-0.708;0.648
1773;7;-0.279;1.215;-0.492;1.396;-0.577;0.753;-0.748;0.880;-0.718;0.648
1773;8;-0.561;1.713;-0.244;1.543;-0.486;0.759;-0.752;0.866;-0.712;0.642
1773;9;0.311;1.515;-0.161;1.594;-0.455;0.775;-0.735;0.862;-0.716;0.638
1773;10;0.190;1.701;-0.114;1.454;-0.439;0.788;-0.738;0.861;-0.709;0.644
1773;11;-2.311;3.769;0.214;1.829;-0.443;0.848;-0.748;0.833;-0.713;0.640
1773;12;2.195;3.232;0.430;1.837;-0.437;0.826;-0.758;0.805;-0.711;0.638
1774;1;-3.368;5.134;0.585;2.016;-0.438;0.819;-0.772;0.778;-0.702;0.638
1774;2;0.899;5.144;0.628;1.911;-0.428;0.794;-0.752;0.772;-0.718;0.634
1774;3;-0.314;2.603;0.485;1.919;-0.448;0.774;-0.738;0.755;-0.718;0.635
1774;4;1.547;3.090;0.403;1.804;-0.491;0.772;-0.739;0.746;-0.713;0.634
1774;5;5.406;2.597;0.347;1.810;-0.481;0.754;-0.735;0.733;-0.715;0.634
1774;6;1.451;3.204;-0.105;1.707;-0.450;0.735;-0.760;0.726;-0.705;0.633
1774;7;1.589;3.676;0.278;1.445;-0.383;0.775;-0.770;0.724;-0.696;0.636
1774;8;-0.056;1.248;0.400;1.281;-0.328;0.799;-0.772;0.706;-0.683;0.637
1774;9;-1.395;1.587;0.546;1.215;-0.294;0.799;-0.765;0.702;-0.684;0.637
1774;10;-0.793;3.041;0.288;1.176;-0.346;0.795;-0.730;0.693;-0.692;0.633
1774;11;-2.988;3.873;-0.250;0.931;-0.322;0.793;-0.704;0.685;-0.694;0.628
1774;12;-3.231;3.498;-0.521;0.982;-0.327;0.810;-0.677;0.686;-0.702;0.625
1775;1;1.229;3.643;-0.682;1.074;-0.364;0.821;-0.672;0.668;-0.708;0.625
1775;2;2.366;3.136;-0.669;1.015;-0.392;0.800;-0.668;0.668;-0.713;0.621
1775;3;1.431;2.086;-0.652;0.950;-0.385;0.802;-0.635;0.656;-0.733;0.622
1775;4;-1.548;1.420;-0.496;0.877;-0.432;0.780;-0.609;0.636;-0.741;0.619
1775;5;-1.041;1.483;-0.078;1.002;-0.481;0.767;-0.569;0.635;-0.742;0.615
1775;6;-1.802;2.468;0.017;1.170;-0.526;0.733;-0.548;0.635;-0.723;0.616
1775;7;-0.345;1.181;-0.378;1.029;-0.470;0.779;-0.513;0.648;-0.717;0.612
1775;8;0.096;1.577;-0.513;0.860;-0.404;0.805;-0.503;0.655;-0.711;0.610
1775;9;-1.185;1.989;-0.781;0.808;-0.415;0.796;-0.518;0.651;-0.712;0.609
1775;10;1.074;1.580;-0.808;0.822;-0.409;0.769;-0.511;0.649;-0.712;0.612
1775;11;2.035;3.471;-0.880;0.877;-0.450;0.747;-0.508;0.633;-0.710;0.610
1775;12;-2.095;2.069;-0.717;0.900;-0.475;0.731;-0.530;0.629;-0.715;0.607
1776;1;-3.512;3.493;-0.773;0.886;-0.471;0.719;-0.548;0.618;-0.710;0.604
1776;2;0.742;3.617;-0.743;0.828;-0.494;0.680;-0.515;0.617;-0.719;0.601
1776;3;-1.781;2.870;-0.808;0.815;-0.488;0.687;-0.489;0.623;-0.716;0.606
1776;4;-1.873;1.373;-1.035;0.782;-0.520;0.686;-0.477;0.626;-0.712;0.603
1776;5;-1.907;3.807;-1.278;0.828;-0.524;0.677;-0.465;0.641;-0.710;0.600
1776;6;0.162;2.165;-1.037;0.828;-0.592;0.656;-0.478;0.635;-0.707;0.602
1776;7;-1.019;0.960;-0.500;0.954;-0.567;0.629;-0.471;0.635;-0.696;0.600
1776;8;0.451;2.550;-0.480;1.036;-0.565;0.638;-0.465;0.625;-0.690;0.596
1776;9;-1.968;1.416;-0.419;1.143;-0.551;0.618;-0.473;0.634;-0.687;0.591
1776;10;-1.640;1.876;-0.520;1.117;-0.573;0.590;-0.485;0.632;-0.686;0.593
1776;11;-0.887;3.650;-0.431;1.512;-0.635;0.561;-0.459;0.626;-0.702;0.592
1776;12;0.794;2.449;-0.598;1.280;-0.693;0.566;-0.452;0.602;-0.712;0.589
1777;1;2.932;3.837;-0.712;1.363;-0.747;0.577;-0.459;0.615;-0.693;0.583
1777;2;0.985;4.064;-0.899;1.202;-0.760;0.577;-0.457;0.599;-0.692;0.584
1777;3;-1.049;1.948;-0.844;1.340;-0.737;0.574;-0.451;0.617;-0.696;0.585
1777;4;-3.083;1.396;-0.938;1.214;-0.721;0.563;-0.448;0.610;-0.690;0.578
1777;5;-0.838;1.992;-0.933;1.100;-0.674;0.533;-0.428;0.609;-0.682;0.576
1777;6;-1.839;1.658;-1.032;0.913;-0.640;0.532;-0.413;0.610;-0.681;0.573
1777;7;-2.398;1.592;-1.260;0.884;-0.660;0.526;-0.415;0.611;-0.677;0.569
1777;8;-1.789;1.247;-1.181;1.239;-0.689;0.531;-0.401;0.606;-0.681;0.568
1777;9;-1.311;2.481;-1.258;1.409;-0.720;0.527;-0.382;0.610;-0.686;0.569
1777;10;-2.757;3.553;-0.889;1.433;-0.626;0.556;-0.388;0.601;-0.690;0.568
1777;11;-0.837;1.941;-0.904;1.378;-0.558;0.585;-0.417;0.599;-0.702;0.572
1777;12;-0.385;3.896;-0.968;1.455;-0.524;0.595;-0.448;0.586;-0.695;0.573
1778;1;0.190;4.506;-0.775;1.495;-0.503;0.614;-0.449;0.597;-0.683;0.565
1778;2;1.938;4.895;-0.786;1.350;-0.526;0.657;-0.418;0.590;-0.666;0.560
1778;3;-1.980;3.254;-0.618;1.488;-0.556;0.689;-0.415;0.583;-0.653;0.559
1778;4;1.348;1.527;-0.537;1.409;-0.562;0.689;-0.425;0.573;-0.646;0.552
1778;5;-1.014;1.938;-0.676;1.188;-0.590;0.611;-0.432;0.566;-0.637;0.553
1778;6;-2.616;3.023;-0.805;1.083;-0.579;0.612;-0.411;0.565;-0.628;0.552
1778;7;-0.077;1.611;-0.975;1.015;-0.520;0.620;-0.418;0.567;-0.616;0.548
1778;8;-1.923;3.214;-1.049;1.297;-0.544;0.620;-0.414;0.560;-0.608;0.548
1778;9;0.705;1.667;-0.844;1.176;-0.524;0.642;-0.435;0.554;-0.602;0.545
1778;10;-1.778;2.885;-0.936;1.217;-0.516;0.640;-0.448;0.555;-0.595;0.545
1778;11;-2.507;3.429;-0.710;1.218;-0.488;0.704;-0.458;0.553;-0.587;0.541
1778;12;-1.935;2.424;-0.659;1.144;-0.520;0.685;-0.484;0.556;-0.599;0.534
1779;1;-1.853;3.221;-0.792;1.084;-0.503;0.696;-0.456;0.575;-0.596;0.531
1779;2;1.053;5.799;-0.704;1.019;-0.503;0.679;-0.478;0.595;-0.593;0.529
1779;3;0.476;2.218;-0.763;1.059;-0.498;0.700;-0.482;0.609;-0.592;0.529
1779;4;0.247;3.495;-0.601;1.071;-0.478;0.709;-0.497;0.606;-0.598;0.527
1779;5;1.696;2.073;-0.407;0.942;-0.436;0.685;-0.557;0.617;-0.603;0.524
1779;6;-2.005;1.208;-0.344;0.960;-0.453;0.655;-0.571;0.627;-0.608;0.521
1779;7;-1.670;1.428;-0.188;0.973;-0.535;0.618;-0.581;0.627;-0.603;0.521
1779;8;-0.868;2.791;-0.221;1.386;-0.586;0.578;-0.568;0.621;-0.601;0.517
1779;9;0.003;2.186;-0.296;1.259;-0.607;0.605;-0.571;0.605;-0.597;0.515
1779;10;0.161;1.643;0.025;1.480;-0.551;0.591;-0.575;0.610;-0.584;0.513
1779;11;-0.179;2.052;0.134;1.722;-0.533;0.589;-0.559;0.580;-0.569;0.513
1779;12;-1.178;2.710;0.322;2.031;-0.499;0.593;-0.535;0.595;-0.549;0.512
1780;1;0.021;3.182;0.536;2.104;-0.466;0.588;-0.546;0.586;-0.544;0.511
1780;2;0.653;5.255;0.502;2.164;-0.410;0.590;-0.577;0.577;-0.544;0.508
1780;3;-0.418;2.262;0.255;2.072;-0.380;0.576;-0.621;0.576;-0.527;0.504
1780;4;4.094;3.278;0.299;2.085;-0.345;0.607;-0.620;0.578;-0.538;0.505
1780;5;3.007;1.939;0.344;2.129;-0.354;0.624;-0.621;0.584;-0.534;0.504
1780;6;0.247;3.597;0.324;2.664;-0.371;0.650;-0.596;0.579;-0.524;0.498
1780;7;0.897;2.329;0.322;2.234;-0.428;0.663;-0.591;0.587;-0.514;0.498
1780;8;-1.271;3.330;0.211;1.931;-0.433;0.698;-0.585;0.600;-0.506;0.495
1780;9;-2.966;2.831;0.199;2.044;-0.415;0.733;-0.587;0.609;-0.504;0.492
1780;10;0.697;1.564;-0.259;1.700;-0.441;0.742;-0.605;0.618;-0.505;0.491
1780;11;0.358;2.221;-0.527;1.379;-0.414;0.750;-0.621;0.582;-0.508;0.492
1780;12;-1.415;3.338;-0.695;1.243;-0.347;0.797;-0.620;0.574;-0.512;0.499
1781;1;-0.005;4.192;-0.774;1.232;-0.365;0.794;-0.609;0.576;-0.517;0.493
1781;2;-0.686;5.105;-0.626;1.147;-0.333;0.768;-0.625;0.584;-0.496;0.491
1781;3;-0.563;2.009;-0.519;1.198;-0.383;0.775;-0.605;0.601;-0.480;0.487
1781;4;-1.393;2.091;-0.614;1.159;-0.376;0.814;-0.587;0.598;-0.467;0.484
1781;5;-0.218;1.495;-0.510;1.084;-0.392;0.802;-0.570;0.640;-0.463;0.484
1781;6;-1.764;1.092;-0.411;0.869;-0.375;0.816;-0.571;0.633;-0.463;0.485
1781;7;-0.047;1.448;-0.572;0.809;-0.345;0.895;-0.554;0.644;-0.463;0.485
1781;8;0.501;1.204;-0.690;0.812;-0.391;0.996;-0.550;0.652;-0.463;0.482
1781;9;-1.680;2.738;-0.837;0.907;-0.414;1.003;-0.528;0.665;-0.463;0.483
1781;10;-0.450;1.471;-0.695;0.913;-0.420;0.962;-0.519;0.675;-0.472;0.483
1781;11;1.614;2.275;-0.660;0.905;-0.479;0.939;-0.532;0.661;-0.464;0.483
1781;12;-0.230;3.187;-0.496;0.894;-0.450;0.963;-0.567;0.659;-0.459;0.484
1782;1;-1.938;2.947;-0.527;0.900;-0.415;0.934;-0.584;0.665;-0.464;0.479
1782;2;-2.103;3.463;-0.437;0.858;-0.376;0.887;-0.593;0.670;-0.451;0.478
1782;3;-2.329;3.961;-0.256;0.853;-0.404;0.835;-0.585;0.653;-0.441;0.478
1782;4;0.317;1.565;-0.270;0.930;-0.430;0.849;-0.567;0.642;-0.442;0.478
1782;5;0.198;1.569;-0.520;0.961;-0.443;0.835;-0.559;0.642;-0.431;0.479
1782;6;0.204;1.176;-0.618;0.913;-0.429;0.906;-0.536;0.650;-0.421;0.478
1782;7;-0.417;1.300;-0.726;0.804;-0.432;0.843;-0.522;0.646;-0.420;0.477
1782;8;1.580;0.954;-0.417;0.881;-0.464;0.797;-0.509;0.649;-0.425;0.478
1782;9;0.488;1.601;-0.296;0.769;-0.523;0.810;-0.513;0.632;-0.416;0.483
1782;10;-0.618;3.171;-0.343;0.823;-0.615;0.745;-0.499;0.655;-0.422;0.482
1782;11;-1.386;2.940;-0.309;0.851;-0.684;0.721;-0.498;0.639;-0.434;0.488
1782;12;-1.405;2.565;-0.209;0.947;-0.667;0.714;-0.502;0.659;-0.444;0.486
1783;1;-3.234;5.049;-0.268;0.916;-0.678;0.719;-0.522;0.667;-0.436;0.483
1783;2;1.609;2.881;-0.400;0.921;-0.644;0.709;-0.534;0.703;-0.420;0.483
1783;3;-0.878;1.974;-0.633;1.007;-0.618;0.686;-0.522;0.711;-0.415;0.483
1783;4;-0.248;1.751;-0.691;0.995;-0.649;0.700;-0.533;0.704;-0.416;0.484
1783;5;0.612;3.173;-0.869;1.039;-0.652;0.713;-0.530;0.690;-0.424;0.481
1783;6;1.401;2.619;-0.825;1.169;-0.661;0.699;-0.504;0.702;-0.422;0.484
1783;7;-1.131;1.450;-0.561;1.738;-0.697;0.715;-0.484;0.700;-0.422;0.484
1783;8;-0.003;1.312;-0.837;2.104;-0.706;0.758;-0.463;0.680;-0.422;0.486
1783;9;-2.301;2.816;-0.837;2.215;-0.685;0.754;-0.470;0.677;-0.426;0.484
1783;10;-1.321;3.042;-0.828;2.277;-0.658;0.778;-0.452;0.677;-0.430;0.487
1783;11;-3.519;3.557;-1.032;2.038;-0.653;0.787;-0.426;0.655;-0.423;0.484
1783;12;-0.876;2.482;-1.171;1.963;-0.622;0.794;-0.441;0.658;-0.438;0.488
1784;1;-0.064;5.324;-1.043;1.820;-0.605;0.819;-0.420;0.673;-0.419;0.492
1784;2;-1.700;5.187;-0.920;1.688;-0.598;0.854;-0.435;0.699;-0.423;0.498
1784;3;-0.887;2.976;-0.869;1.381;-0.559;0.894;-0.447;0.691;-0.418;0.500
1784;4;-0.142;1.685;-0.871;1.332;-0.561;0.905;-0.457;0.665;-0.421;0.501
1784;5;-1.831;1.400;-0.661;1.017;-0.628;0.903;-0.471;0.657;-0.439;0.515
1784;6;-0.261;1.571;-0.618;0.978;-0.681;0.899;-0.457;0.655;-0.452;0.519
1784;7;0.395;2.217;-0.621;0.835;-0.634;0.932;-0.436;0.649;-0.466;0.526
1784;8;1.473;1.584;-0.588;0.762;-0.601;0.948;-0.429;0.625;-0.468;0.527
1784;9;-1.685;2.360;-0.842;0.777;-0.562;0.887;-0.429;0.612;-0.460;0.525
1784;10;-1.349;2.597;-0.948;0.783;-0.583;0.880;-0.438;0.618;-0.458;0.524
1784;11;-0.994;2.506;-0.894;0.844;-0.585;0.877;-0.434;0.619;-0.446;0.514
1784;12;-0.356;2.310;-0.767;0.838;-0.574;0.889;-0.421;0.642;-0.434;0.519
1785;1;-0.111;2.784;-0.778;0.915;-0.577;0.890;-0.416;0.611;-0.437;0.515
1785;2;-1.304;2.814;-0.835;0.989;-0.608;0.905;-0.420;0.600;-0.441;0.514
1785;3;-3.925;2.622;-0.814;1.122;-0.646;0.884;-0.420;0.605;-0.443;0.518
1785;4;-1.420;1.568;-0.795;1.083;-0.654;0.882;-0.467;0.586;-0.432;0.517
1785;5;-1.181;1.926;-0.702;1.288;-0.643;0.810;-0.500;0.566;-0.425;0.517
1785;6;1.264;2.003;-0.832;1.174;-0.633;0.818;-0.500;0.548;-0.423;0.510
1785;7;0.262;2.284;-1.006;1.103;-0.616;0.847;-0.515;0.544;-0.422;0.513
1785;8;0.795;1.871;-1.000;1.036;-0.635;0.877;-0.509;0.529;-0.422;0.519
1785;9;-1.432;1.531;-0.615;1.027;-0.629;0.860;-0.490;0.518;-0.424;0.524
1785;10;-1.132;2.720;-0.477;1.002;-0.625;0.834;-0.499;0.517;-0.433;0.525
1785;11;0.132;2.410;-0.371;1.008;-0.645;0.785;-0.508;0.519;-0.443;0.500
1785;12;-1.926;2.366;-0.470;0.978;-0.660;0.757;-0.494;0.531;-0.433;0.497
1786;1;-2.189;3.037;-0.407;1.046;-0.604;0.765;-0.486;0.529;-0.414;0.496
1786;2;-1.235;2.763;-0.397;1.115;-0.593;0.756;-0.478;0.547;-0.415;0.500
1786;3;0.690;3.553;-0.222;1.269;-0.557;0.722;-0.471;0.540;-0.417;0.503
1786;4;0.235;2.088;-0.176;1.256;-0.528;0.675;-0.457;0.550;-0.412;0.500
1786;5;0.097;1.781;-0.387;1.253;-0.460;0.632;-0.461;0.547;-0.405;0.517
1786;6;0.075;1.133;-0.510;1.332;-0.506;0.626;-0.449;0.549;-0.403;0.515
1786;7;1.011;2.389;-0.255;1.554;-0.494;0.590;-0.456;0.552;-0.400;0.517
1786;8;0.916;3.759;-0.162;1.751;-0.479;0.557;-0.461;0.549;-0.400;0.516
1786;9;0.666;3.912;-0.221;1.598;-0.480;0.531;-0.453;0.546;-0.392;0.518
1786;10;-0.576;2.344;-0.319;1.435;-0.494;0.511;-0.459;0.545;-0.386;0.520
1786;11;-2.397;2.841;-0.318;1.348;-0.463;0.517;-0.470;0.538;-0.385;0.511
1786;12;-3.403;2.348;-0.252;1.358;-0.463;0.492;-0.467;0.541;-0.398;0.507
1787;1;0.870;4.576;-0.387;1.222;-0.457;0.505;-0.468;0.540;-0.402;0.506
1787;2;-0.114;3.803;-0.485;1.023;-0.482;0.497;-0.446;0.546;-0.394;0.496
1787;3;-0.023;3.764;-0.693;0.755;-0.453;0.513;-0.430;0.534;-0.394;0.490
1787;4;-0.945;2.083;-0.733;0.824;-0.446;0.507;-0.436;0.541;-0.386;0.485
1787;5;0.116;1.009;-0.594;0.644;-0.425;0.538;-0.435;0.542;-0.387;0.483
1787;6;0.865;1.153;-0.378;0.692;-0.412;0.529;-0.430;0.547;-0.379;0.485
1787;7;-0.610;1.797;-0.635;0.747;-0.401;0.512;-0.424;0.550;-0.373;0.483
1787;8;-0.260;1.229;-0.591;0.737;-0.375;0.522;-0.448;0.553;-0.366;0.481
1787;9;-1.827;1.743;-0.629;0.701;-0.317;0.520;-0.451;0.558;-0.361;0.476
1787;10;-1.064;3.342;-0.550;0.790;-0.319;0.532;-0.455;0.543;-0.351;0.481
1787;11;-0.729;3.860;-0.611;0.808;-0.315;0.506;-0.451;0.542;-0.353;0.481
1787;12;-0.807;2.568;-0.639;0.820;-0.333;0.475;-0.440;0.546;-0.352;0.490
1788;1;-2.216;3.413;-0.404;0.799;-0.352;0.462;-0.422;0.581;-0.350;0.499
1788;2;0.418;3.399;-0.330;0.791;-0.374;0.443;-0.422;0.594;-0.359;0.511
1788;3;-0.485;3.012;-0.188;0.735;-0.362;0.443;-0.415;0.597;-0.346;0.519
1788;4;0.007;2.589;-0.065;0.926;-0.350;0.427;-0.408;0.598;-0.353;0.523
1788;5;-0.615;1.484;0.041;0.791;-0.364;0.420;-0.416;0.581;-0.350;0.521
1788;6;0.531;1.221;-0.194;0.779;-0.327;0.450;-0.433;0.571;-0.342;0.527
1788;7;2.209;1.801;0.046;0.727;-0.275;0.437;-0.425;0.574;-0.341;0.526
1788;8;0.628;1.728;-0.054;0.770;-0.249;0.433;-0.431;0.576;-0.329;0.518
1788;9;-0.119;0.997;-0.094;0.874;-0.256;0.435;-0.416;0.566;-0.335;0.521
1788;10;0.411;1.726;-0.175;0.899;-0.255;0.427;-0.413;0.558;-0.331;0.528
1788;11;0.544;1.743;-0.122;0.825;-0.270;0.417;-0.388;0.542;-0.321;0.518
1788;12;-3.630;3.278;-0.190;0.771;-0.275;0.410;-0.392;0.536;-0.318;0.519
1789;1;0.659;2.930;-0.307;0.730;-0.307;0.400;-0.383;0.511;-0.312;0.522
1789;2;-0.782;2.675;-0.362;0.665;-0.324;0.377;-0.368;0.484;-0.326;0.532
1789;3;-0.964;2.542;-0.347;0.650;-0.348;0.361;-0.353;0.472;-0.336;0.525
1789;4;-0.966;1.575;-0.460;0.618;-0.357;0.349;-0.346;0.474;-0.337;0.517
1789;5;0.027;1.532;-0.481;0.653;-0.311;0.346;-0.322;0.483;-0.345;0.515
1789;6;-0.283;1.141;-0.145;0.677;-0.253;0.343;-0.333;0.477;-0.337;0.517
1789;7;0.804;1.134;-0.155;0.691;-0.303;0.348;-0.351;0.498;-0.332;0.514
1789;8;-0.032;1.177;-0.069;0.648;-0.290;0.357;-0.367;0.508;-0.329;0.506
1789;9;0.060;0.985;-0.025;0.576;-0.298;0.361;-0.350;0.520;-0.331;0.501
1789;10;-0.944;2.228;-0.074;0.657;-0.289;0.361;-0.340;0.510;-0.331;0.501
1789;11;0.285;2.090;-0.152;0.662;-0.285;0.364;-0.334;0.523;-0.329;0.500
1789;12;0.400;2.063;-0.115;0.628;-0.285;0.367;-0.334;0.526;-0.331;0.509
1790;1;0.548;1.993;-0.255;0.634;-0.271;0.369;-0.328;0.520;-0.334;0.496
1790;2;0.245;2.690;-0.296;0.660;-0.289;0.370;-0.306;0.522;-0.340;0.486
1790;3;-0.435;1.739;-0.359;0.709;-0.255;0.382;-0.266;0.527;-0.343;0.489
1790;4;-1.553;2.318;-0.314;0.646;-0.257;0.374;-0.244;0.523;-0.357;0.473
1790;5;-0.908;1.448;-0.398;0.613;-0.260;0.399;-0.230;0.513;-0.373;0.465
1790;6;0.159;1.582;-0.406;0.690;-0.248;0.397;-0.250;0.499;-0.376;0.461
1790;7;-0.877;1.173;-0.374;0.633;-0.228;0.433;-0.253;0.495;-0.383;0.460
1790;8;-0.516;0.816;-0.370;0.564;-0.209;0.437;-0.260;0.494;-0.380;0.453
1790;9;-0.699;1.359;-0.310;0.559;-0.201;0.468;-0.260;0.495;-0.372;0.447
1790;10;-0.411;1.237;-0.158;0.571;-0.191;0.498;-0.260;0.489;-0.375;0.447
1790;11;-0.714;1.538;-0.146;0.569;-0.187;0.495;-0.265;0.467;-0.377;0.448
1790;12;0.297;2.439;-0.180;0.562;-0.206;0.491;-0.247;0.475;-0.371;0.444
1791;1;0.936;2.889;-0.180;0.557;-0.247;0.483;-0.218;0.475;-0.367;0.447
1791;2;0.294;2.271;-0.147;0.580;-0.268;0.485;-0.206;0.475;-0.362;0.456
1791;3;0.279;1.743;-0.152;0.562;-0.276;0.491;-0.229;0.477;-0.353;0.454
1791;4;0.276;1.049;-0.211;0.589;-0.298;0.513;-0.237;0.467;-0.351;0.454
1791;5;-0.762;0.962;-0.125;0.614;-0.315;0.523;-0.239;0.459;-0.348;0.450
1791;6;-0.254;0.802;-0.140;0.556;-0.279;0.518;-0.235;0.456;-0.343;0.452
1791;7;-0.879;1.289;-0.396;0.646;-0.271;0.506;-0.247;0.447;-0.343;0.453
1791;8;-0.116;0.914;-0.368;0.766;-0.257;0.488;-0.249;0.431;-0.351;0.453
1791;9;-0.766;1.317;-0.433;0.820;-0.225;0.493;-0.256;0.418;-0.345;0.449
1791;10;-1.116;1.190;-0.490;0.823;-0.198;0.520;-0.252;0.409;-0.338;0.449
1791;11;0.321;1.827;-0.394;0.852;-0.181;0.526;-0.238;0.406;-0.346;0.447
1791;12;0.114;1.947;-0.303;0.852;-0.203;0.544;-0.230;0.400;-0.340;0.448
1792;1;-2.138;2.598;-0.208;0.841;-0.246;0.570;-0.219;0.398;-0.325;0.445
1792;2;0.637;2.833;-0.310;0.837;-0.253;0.597;-0.195;0.385;-0.311;0.449
1792;3;-0.498;1.879;-0.229;0.882;-0.248;0.600;-0.203;0.387;-0.295;0.444
1792;4;-0.410;1.323;-0.236;0.875;-0.235;0.586;-0.205;0.386;-0.295;0.451
1792;5;0.390;1.249;-0.337;0.963;-0.243;0.579;-0.215;0.386;-0.301;0.452
1792;6;0.832;0.900;-0.352;0.897;-0.256;0.595;-0.221;0.385;-0.302;0.454
1792;7;0.263;1.613;-0.262;0.938;-0.256;0.600;-0.225;0.388;-0.301;0.457
1792;8;-1.336;1.449;-0.184;0.930;-0.236;0.590;-0.224;0.386;-0.310;0.461
1792;9;0.198;2.019;-0.140;0.924;-0.214;0.601;-0.208;0.389;-0.312;0.464
1792;10;-1.192;1.438;-0.058;0.945;-0.168;0.579;-0.203;0.384;-0.309;0.456
1792;11;-0.890;2.372;-0.121;0.901;-0.145;0.588;-0.208;0.394;-0.307;0.449
1792;12;-0.072;2.172;-0.240;0.919;-0.167;0.598;-0.202;0.392;-0.303;0.450
1793;1;-1.053;2.759;-0.285;0.910;-0.153;0.604;-0.179;0.404;-0.295;0.461
1793;2;1.574;3.374;-0.227;0.957;-0.146;0.626;-0.183;0.408;-0.305;0.461
1793;3;0.022;2.439;-0.291;0.931;-0.159;0.626;-0.169;0.415;-0.303;0.466
1793;4;0.574;2.163;-0.268;0.992;-0.170;0.632;-0.172;0.422;-0.298;0.466
1793;5;-0.363;1.424;-0.235;0.939;-0.166;0.599;-0.170;0.423;-0.300;0.460
1793;6;-0.589;2.920;-0.348;0.983;-0.166;0.575;-0.180;0.423;-0.305;0.455
1793;7;-0.281;1.949;-0.167;0.896;-0.162;0.596;-0.198;0.424;-0.300;0.454
1793;8;-0.639;1.597;-0.295;0.848;-0.162;0.600;-0.195;0.423;-0.297;0.453
1793;9;-0.573;1.417;-0.218;0.910;-0.203;0.607;-0.201;0.432;-0.287;0.451
1793;10;-0.916;1.909;-0.212;1.067;-0.219;0.596;-0.210;0.440;-0.278;0.450
1793;11;-0.491;1.748;-0.093;1.065;-0.209;0.595;-0.215;0.437;-0.264;0.446
1793;12;-1.436;2.441;-0.175;0.999;-0.194;0.596;-0.196;0.431;-0.263;0.444
1794;1;1.122;2.360;-0.303;1.039;-0.187;0.592;-0.205;0.428;-0.264;0.438
1794;2;0.046;2.425;-0.285;1.007;-0.174;0.595;-0.217;0.423;-0.262;0.432
1794;3;0.935;1.859;-0.206;0.949;-0.164;0.599;-0.225;0.417;-0.263;0.428
1794;4;0.648;1.867;-0.145;0.871;-0.148;0.597;-0.216;0.421;-0.257;0.430
1794;5;1.068;1.623;-0.122;0.825;-0.165;0.598;-0.219;0.426;-0.247;0.430
1794;6;-1.575;2.513;-0.031;0.895;-0.207;0.575;-0.218;0.430;-0.246;0.429
1794;7;-1.818;2.662;-0.078;0.891;-0.135;0.597;-0.227;0.432;-0.243;0.432
1794;8;-0.427;1.521;0.035;0.908;-0.100;0.563;-0.230;0.439;-0.249;0.436
1794;9;0.385;1.507;0.030;0.982;-0.107;0.541;-0.233;0.441;-0.241;0.443
1794;10;-0.185;1.247;0.077;0.964;-0.121;0.529;-0.225;0.434;-0.236;0.441
1794;11;-0.217;1.609;0.030;0.905;-0.145;0.520;-0.223;0.431;-0.228;0.445
1794;12;-0.344;3.098;0.062;0.857;-0.156;0.514;-0.241;0.430;-0.230;0.443
1795;1;0.552;2.617;0.209;0.864;-0.180;0.508;-0.252;0.432;-0.228;0.445
1795;2;1.413;4.296;0.240;0.874;-0.159;0.500;-0.260;0.426;-0.224;0.444
1795;3;0.876;2.614;0.083;0.887;-0.161;0.485;-0.265;0.429;-0.206;0.441
1795;4;1.201;1.432;0.010;0.907;-0.149;0.487;-0.246;0.417;-0.199;0.436
1795;5;0.509;2.174;-0.011;0.804;-0.157;0.472;-0.246;0.420;-0.195;0.432
1795;6;-1.189;1.795;0.040;0.799;-0.156;0.473;-0.251;0.427;-0.198;0.426
1795;7;-0.055;1.433;0.093;0.796;-0.130;0.471;-0.252;0.428;-0.199;0.423
1795;8;-0.053;2.085;0.000;0.704;-0.157;0.489;-0.251;0.429;-0.198;0.418
1795;9;-1.501;1.361;-0.252;0.666;-0.138;0.502;-0.254;0.429;-0.193;0.417
1795;10;-1.061;1.709;-0.409;0.650;-0.153;0.520;-0.251;0.430;-0.196;0.415
1795;11;-0.470;2.591;-0.467;0.685;-0.154;0.514;-0.247;0.433;-0.203;0.414
1795;12;0.271;2.129;-0.314;0.656;-0.155;0.494;-0.249;0.420;-0.192;0.412
1796;1;1.180;2.769;-0.348;0.659;-0.150;0.482;-0.248;0.431;-0.180;0.412
1796;2;0.303;2.431;-0.288;0.641;-0.122;0.482;-0.246;0.437;-0.176;0.411
1796;3;-2.152;2.472;-0.176;0.696;-0.125;0.501;-0.236;0.442;-0.181;0.411
1796;4;-0.680;1.244;-0.100;0.801;-0.122;0.501;-0.245;0.439;-0.183;0.412
1796;5;-0.185;1.006;-0.118;0.873;-0.115;0.480;-0.236;0.435;-0.183;0.410
1796;6;0.642;2.173;-0.342;0.809;-0.114;0.490;-0.238;0.441;-0.188;0.410
1796;7;-0.457;0.961;-0.259;1.084;-0.139;0.502;-0.231;0.439;-0.195;0.410
1796;8;0.668;2.656;-0.056;1.010;-0.176;0.505;-0.241;0.442;-0.196;0.405
1796;9;-0.158;3.255;0.045;0.972;-0.225;0.492;-0.236;0.443;-0.198;0.401
