Year;Month;Anomaly Monthly TMIN;Unc. Monthly TMIN;Anomaly Annual TMIN;Unc. Annual TMIN;Anomaly Five-year TMIN;Unc. Five-year TMIN;Anomaly Ten-year TMIN;Unc. Ten-year TMIN;Anomaly Twenty-year TMIN;Unc. Twenty-year TMIN
1942;2;-0.442;0.258;-0.154;0.131;-0.054;0.110;-0.106;0.112;-0.195;0.105
1942;3;-0.266;0.179;-0.134;0.131;-0.043;0.109;-0.097;0.111;-0.195;0.105
1942;4;-0.053;0.263;-0.141;0.127;-0.034;0.108;-0.091;0.111;-0.196;0.104
1942;5;-0.094;0.289;-0.112;0.130;-0.033;0.108;-0.089;0.111;-0.195;0.104
1942;6;0.004;0.242;-0.081;0.135;-0.054;0.107;-0.089;0.111;-0.194;0.104
1942;7;-0.108;0.294;-0.137;0.134;-0.047;0.106;-0.090;0.111;-0.193;0.103
1942;8;-0.181;0.301;-0.094;0.135;-0.055;0.106;-0.091;0.111;-0.192;0.103
1942;9;-0.256;0.253;-0.093;0.134;-0.059;0.106;-0.091;0.111;-0.192;0.102
1942;10;0.170;0.220;-0.064;0.129;-0.061;0.106;-0.089;0.111;-0.194;0.102
1942;11;-0.043;0.285;-0.054;0.130;-0.065;0.106;-0.087;0.111;-0.195;0.102
1942;12;0.109;0.240;-0.085;0.126;-0.068;0.107;-0.084;0.112;-0.195;0.102
1943;1;-0.477;0.225;-0.084;0.126;-0.072;0.107;-0.082;0.112;-0.191;0.102
1943;2;0.074;0.231;-0.086;0.125;-0.064;0.108;-0.083;0.112;-0.187;0.102
1943;3;-0.255;0.184;-0.080;0.125;-0.064;0.108;-0.088;0.112;-0.183;0.102
1943;4;0.293;0.256;-0.063;0.126;-0.062;0.108;-0.090;0.111;-0.179;0.102
1943;5;0.021;0.287;-0.067;0.123;-0.064;0.108;-0.090;0.111;-0.177;0.101
1943;6;-0.368;0.250;-0.051;0.123;-0.080;0.109;-0.088;0.110;-0.174;0.101
1943;7;-0.097;0.298;0.055;0.123;-0.073;0.109;-0.087;0.110;-0.172;0.101
1943;8;-0.197;0.302;0.068;0.127;-0.077;0.108;-0.088;0.110;-0.171;0.100
1943;9;-0.183;0.258;0.097;0.129;-0.077;0.108;-0.090;0.110;-0.169;0.100
1943;10;0.373;0.221;0.062;0.130;-0.076;0.109;-0.091;0.109;-0.167;0.100
1943;11;-0.096;0.246;0.042;0.135;-0.081;0.109;-0.094;0.109;-0.166;0.099
1943;12;0.302;0.218;0.058;0.136;-0.089;0.110;-0.095;0.108;-0.161;0.099
1944;1;0.796;0.234;0.064;0.140;-0.094;0.111;-0.092;0.107;-0.163;0.098
1944;2;0.222;0.267;0.069;0.142;-0.098;0.111;-0.096;0.107;-0.165;0.098
1944;3;0.103;0.192;0.098;0.142;-0.094;0.111;-0.093;0.106;-0.162;0.097
1944;4;-0.131;0.251;0.096;0.140;-0.100;0.110;-0.092;0.106;-0.160;0.097
1944;5;-0.219;0.292;0.097;0.138;-0.097;0.110;-0.091;0.106;-0.161;0.097
1944;6;-0.171;0.238;0.043;0.140;-0.104;0.111;-0.093;0.105;-0.160;0.096
1944;7;-0.026;0.311;-0.036;0.138;-0.111;0.110;-0.095;0.105;-0.160;0.096
1944;8;-0.139;0.309;-0.100;0.133;-0.108;0.110;-0.095;0.104;-0.159;0.095
1944;9;0.165;0.247;-0.138;0.130;-0.100;0.111;-0.095;0.104;-0.157;0.095
1944;10;0.341;0.229;-0.116;0.130;-0.095;0.111;-0.093;0.103;-0.156;0.095
1944;11;-0.080;0.218;-0.140;0.126;-0.098;0.112;-0.094;0.102;-0.155;0.095
1944;12;-0.340;0.226;-0.151;0.128;-0.102;0.112;-0.105;0.101;-0.156;0.094
1945;1;-0.155;0.232;-0.172;0.124;-0.104;0.113;-0.108;0.100;-0.150;0.094
1945;2;-0.549;0.198;-0.143;0.124;-0.104;0.113;-0.113;0.099;-0.154;0.094
1945;3;-0.358;0.165;-0.165;0.123;-0.101;0.113;-0.114;0.099;-0.157;0.094
1945;4;0.143;0.255;-0.183;0.126;-0.094;0.113;-0.119;0.099;-0.154;0.093
1945;5;-0.512;0.273;-0.201;0.132;-0.091;0.113;-0.118;0.099;-0.151;0.093
1945;6;-0.307;0.251;-0.238;0.132;-0.096;0.114;-0.119;0.099;-0.149;0.092
1945;7;-0.276;0.293;-0.211;0.132;-0.081;0.114;-0.120;0.098;-0.149;0.092
1945;8;0.211;0.323;-0.169;0.130;-0.086;0.113;-0.122;0.098;-0.147;0.091
1945;9;-0.102;0.270;-0.167;0.130;-0.090;0.113;-0.123;0.098;-0.145;0.091
1945;10;0.134;0.239;-0.162;0.135;-0.093;0.113;-0.126;0.097;-0.144;0.090
1945;11;-0.299;0.262;-0.138;0.136;-0.093;0.113;-0.133;0.097;-0.143;0.090
1945;12;-0.786;0.223;-0.151;0.136;-0.087;0.113;-0.139;0.097;-0.144;0.089
1946;1;0.167;0.226;-0.141;0.138;-0.085;0.113;-0.143;0.097;-0.142;0.089
1946;2;-0.046;0.189;-0.178;0.138;-0.086;0.113;-0.154;0.097;-0.140;0.088
1946;3;-0.330;0.189;-0.188;0.135;-0.087;0.113;-0.156;0.097;-0.140;0.088
1946;4;0.208;0.295;-0.210;0.134;-0.092;0.113;-0.160;0.097;-0.140;0.088
1946;5;-0.225;0.284;-0.200;0.132;-0.092;0.112;-0.161;0.096;-0.140;0.087
1946;6;-0.463;0.246;-0.195;0.129;-0.105;0.112;-0.165;0.096;-0.140;0.086
1946;7;-0.165;0.305;-0.228;0.129;-0.113;0.111;-0.168;0.096;-0.140;0.086
1946;8;-0.224;0.323;-0.243;0.136;-0.127;0.109;-0.169;0.096;-0.141;0.085
1946;9;-0.222;0.266;-0.201;0.139;-0.133;0.109;-0.165;0.096;-0.141;0.085
1946;10;-0.139;0.215;-0.198;0.140;-0.132;0.108;-0.165;0.095;-0.143;0.084
1946;11;-0.175;0.236;-0.199;0.140;-0.129;0.107;-0.163;0.095;-0.145;0.084
1946;12;-0.720;0.219;-0.180;0.141;-0.131;0.106;-0.158;0.094;-0.146;0.083
1947;1;-0.233;0.227;-0.185;0.141;-0.136;0.105;-0.158;0.094;-0.145;0.083
1947;2;-0.225;0.241;-0.180;0.139;-0.137;0.104;-0.155;0.093;-0.146;0.082
1947;3;0.174;0.189;-0.170;0.139;-0.146;0.103;-0.158;0.093;-0.144;0.081
1947;4;0.246;0.280;-0.112;0.140;-0.152;0.103;-0.157;0.092;-0.141;0.080
1947;5;-0.245;0.290;-0.083;0.142;-0.156;0.102;-0.157;0.092;-0.140;0.080
1947;6;-0.232;0.246;-0.039;0.147;-0.156;0.101;-0.158;0.092;-0.138;0.079
1947;7;-0.223;0.302;0.013;0.150;-0.169;0.099;-0.156;0.091;-0.139;0.079
1947;8;-0.171;0.307;0.017;0.145;-0.170;0.098;-0.155;0.091;-0.138;0.079
1947;9;-0.101;0.247;-0.041;0.140;-0.168;0.098;-0.154;0.091;-0.138;0.079
1947;10;0.557;0.225;-0.050;0.133;-0.177;0.098;-0.159;0.090;-0.139;0.079
1947;11;0.179;0.231;-0.029;0.130;-0.171;0.097;-0.166;0.089;-0.138;0.078
1947;12;-0.195;0.251;-0.013;0.126;-0.170;0.097;-0.169;0.089;-0.133;0.077
1948;1;0.393;0.255;0.009;0.124;-0.169;0.096;-0.164;0.089;-0.130;0.077
1948;2;-0.181;0.203;0.002;0.124;-0.180;0.095;-0.163;0.088;-0.127;0.076
1948;3;-0.519;0.170;-0.009;0.124;-0.183;0.094;-0.158;0.088;-0.128;0.076
1948;4;0.140;0.244;-0.051;0.122;-0.189;0.094;-0.157;0.088;-0.129;0.076
1948;5;0.009;0.264;-0.072;0.118;-0.202;0.093;-0.157;0.089;-0.128;0.076
1948;6;-0.037;0.238;-0.096;0.112;-0.197;0.092;-0.153;0.089;-0.128;0.075
1948;7;0.031;0.293;-0.104;0.107;-0.212;0.092;-0.152;0.089;-0.127;0.074
1948;8;-0.250;0.309;-0.139;0.105;-0.232;0.092;-0.150;0.088;-0.127;0.074
1948;9;-0.234;0.243;-0.118;0.106;-0.236;0.092;-0.150;0.088;-0.128;0.073
1948;10;0.050;0.225;-0.135;0.107;-0.243;0.092;-0.151;0.087;-0.128;0.072
1948;11;-0.068;0.213;-0.140;0.106;-0.242;0.089;-0.153;0.087;-0.129;0.072
1948;12;-0.486;0.217;-0.160;0.108;-0.241;0.088;-0.153;0.086;-0.127;0.071
1949;1;0.295;0.206;-0.189;0.108;-0.241;0.088;-0.167;0.085;-0.126;0.071
1949;2;-0.594;0.199;-0.184;0.107;-0.240;0.087;-0.170;0.085;-0.124;0.070
1949;3;-0.268;0.173;-0.199;0.106;-0.237;0.087;-0.174;0.084;-0.120;0.070
1949;4;-0.065;0.249;-0.205;0.103;-0.229;0.086;-0.173;0.084;-0.117;0.070
1949;5;-0.052;0.268;-0.222;0.102;-0.230;0.086;-0.174;0.083;-0.116;0.070
1949;6;-0.284;0.229;-0.212;0.099;-0.212;0.084;-0.173;0.083;-0.116;0.070
1949;7;-0.309;0.287;-0.314;0.096;-0.205;0.084;-0.174;0.082;-0.115;0.069
1949;8;-0.195;0.299;-0.317;0.095;-0.202;0.082;-0.173;0.082;-0.113;0.068
1949;9;-0.417;0.225;-0.311;0.095;-0.215;0.082;-0.176;0.081;-0.112;0.068
1949;10;-0.017;0.192;-0.340;0.097;-0.219;0.080;-0.177;0.081;-0.111;0.067
1949;11;-0.277;0.213;-0.348;0.098;-0.217;0.079;-0.174;0.081;-0.112;0.067
1949;12;-0.366;0.201;-0.345;0.097;-0.215;0.079;-0.172;0.080;-0.116;0.067
1950;1;-0.928;0.197;-0.337;0.096;-0.209;0.078;-0.165;0.080;-0.113;0.066
1950;2;-0.627;0.181;-0.361;0.096;-0.207;0.077;-0.163;0.079;-0.111;0.066
1950;3;-0.195;0.178;-0.346;0.096;-0.207;0.077;-0.168;0.079;-0.115;0.066
1950;4;-0.413;0.263;-0.365;0.096;-0.223;0.076;-0.171;0.078;-0.117;0.065
1950;5;-0.148;0.266;-0.435;0.096;-0.241;0.075;-0.167;0.078;-0.118;0.065
1950;6;-0.251;0.221;-0.442;0.099;-0.242;0.074;-0.164;0.078;-0.117;0.064
1950;7;-0.206;0.281;-0.428;0.102;-0.247;0.073;-0.162;0.077;-0.117;0.064
1950;8;-0.480;0.278;-0.478;0.103;-0.240;0.073;-0.163;0.077;-0.116;0.064
1950;9;-0.243;0.226;-0.510;0.105;-0.226;0.073;-0.163;0.076;-0.115;0.063
1950;10;-0.243;0.198;-0.495;0.104;-0.221;0.074;-0.162;0.075;-0.115;0.063
1950;11;-1.121;0.193;-0.493;0.098;-0.220;0.074;-0.165;0.074;-0.116;0.062
1950;12;-0.449;0.205;-0.505;0.096;-0.219;0.074;-0.164;0.074;-0.114;0.062
1951;1;-0.755;0.184;-0.505;0.099;-0.220;0.074;-0.168;0.073;-0.112;0.062
1951;2;-1.227;0.170;-0.477;0.099;-0.215;0.074;-0.173;0.073;-0.110;0.062
1951;3;-0.580;0.180;-0.460;0.099;-0.213;0.073;-0.174;0.073;-0.108;0.062
1951;4;-0.231;0.232;-0.412;0.097;-0.211;0.073;-0.179;0.073;-0.107;0.062
1951;5;-0.131;0.260;-0.339;0.099;-0.214;0.072;-0.181;0.072;-0.106;0.062
1951;6;-0.388;0.201;-0.268;0.093;-0.201;0.072;-0.179;0.071;-0.106;0.061
1951;7;-0.207;0.263;-0.193;0.093;-0.220;0.072;-0.178;0.070;-0.106;0.061
1951;8;-0.152;0.303;-0.091;0.094;-0.214;0.072;-0.181;0.069;-0.105;0.060
1951;9;-0.033;0.230;-0.097;0.092;-0.214;0.071;-0.183;0.068;-0.103;0.060
1951;10;0.325;0.163;-0.077;0.090;-0.214;0.071;-0.186;0.068;-0.104;0.060
1951;11;-0.239;0.192;-0.075;0.093;-0.219;0.071;-0.191;0.067;-0.103;0.059
1951;12;0.406;0.197;-0.052;0.094;-0.216;0.071;-0.187;0.066;-0.103;0.059
1952;1;0.140;0.204;-0.024;0.093;-0.212;0.071;-0.187;0.065;-0.103;0.059
1952;2;-0.000;0.188;-0.017;0.093;-0.210;0.071;-0.186;0.064;-0.100;0.058
1952;3;-0.651;0.163;-0.021;0.092;-0.205;0.071;-0.190;0.063;-0.098;0.057
1952;4;0.001;0.241;-0.082;0.093;-0.202;0.071;-0.192;0.062;-0.097;0.057
1952;5;-0.104;0.261;-0.137;0.094;-0.192;0.071;-0.191;0.061;-0.098;0.057
1952;6;-0.111;0.239;-0.192;0.097;-0.188;0.071;-0.188;0.061;-0.099;0.056
1952;7;0.134;0.284;-0.194;0.096;-0.161;0.072;-0.187;0.060;-0.099;0.056
1952;8;-0.073;0.319;-0.176;0.098;-0.156;0.072;-0.185;0.060;-0.099;0.055
1952;9;-0.080;0.237;-0.095;0.098;-0.168;0.072;-0.185;0.059;-0.098;0.055
1952;10;-0.408;0.187;-0.056;0.101;-0.165;0.071;-0.189;0.059;-0.099;0.054
1952;11;-0.895;0.207;-0.045;0.104;-0.163;0.071;-0.189;0.058;-0.098;0.053
1952;12;-0.261;0.196;-0.031;0.104;-0.158;0.071;-0.182;0.057;-0.098;0.052
1953;1;0.119;0.184;-0.045;0.106;-0.156;0.071;-0.177;0.056;-0.096;0.052
1953;2;0.218;0.191;-0.033;0.104;-0.147;0.071;-0.172;0.055;-0.094;0.052
1953;3;0.322;0.161;-0.040;0.105;-0.144;0.071;-0.168;0.055;-0.094;0.052
1953;4;0.466;0.249;0.011;0.106;-0.136;0.070;-0.167;0.055;-0.096;0.052
1953;5;0.030;0.276;0.062;0.104;-0.128;0.071;-0.166;0.055;-0.097;0.051
1953;6;0.062;0.222;0.108;0.102;-0.131;0.071;-0.168;0.054;-0.095;0.051
1953;7;-0.039;0.285;0.029;0.102;-0.123;0.071;-0.166;0.053;-0.094;0.050
1953;8;0.066;0.297;-0.007;0.100;-0.114;0.071;-0.165;0.053;-0.092;0.050
1953;9;-0.157;0.216;-0.059;0.099;-0.112;0.070;-0.165;0.052;-0.090;0.049
1953;10;0.204;0.172;-0.101;0.096;-0.115;0.071;-0.165;0.051;-0.089;0.049
1953;11;-0.280;0.181;-0.133;0.093;-0.120;0.070;-0.164;0.051;-0.087;0.050
1953;12;0.288;0.181;-0.146;0.096;-0.118;0.068;-0.160;0.051;-0.088;0.049
1954;1;-0.829;0.187;-0.151;0.096;-0.115;0.067;-0.160;0.051;-0.091;0.049
1954;2;-0.219;0.179;-0.162;0.098;-0.121;0.067;-0.153;0.051;-0.093;0.048
1954;3;-0.304;0.175;-0.158;0.094;-0.130;0.066;-0.146;0.052;-0.096;0.048
1954;4;-0.038;0.193;-0.160;0.091;-0.144;0.067;-0.143;0.051;-0.096;0.048
1954;5;-0.347;0.210;-0.109;0.093;-0.151;0.066;-0.142;0.052;-0.097;0.048
1954;6;-0.094;0.226;-0.147;0.094;-0.162;0.066;-0.138;0.051;-0.096;0.048
1954;7;-0.101;0.250;-0.020;0.093;-0.168;0.065;-0.134;0.050;-0.096;0.047
1954;8;-0.071;0.262;-0.026;0.090;-0.170;0.064;-0.131;0.050;-0.096;0.047
1954;9;-0.098;0.179;-0.077;0.085;-0.165;0.064;-0.129;0.050;-0.098;0.047
1954;10;0.172;0.136;-0.093;0.085;-0.165;0.065;-0.129;0.050;-0.102;0.047
1954;11;0.335;0.174;-0.067;0.088;-0.164;0.064;-0.131;0.050;-0.102;0.046
1954;12;-0.169;0.159;-0.057;0.084;-0.160;0.064;-0.127;0.051;-0.102;0.046
1955;1;0.689;0.144;-0.054;0.082;-0.166;0.064;-0.118;0.052;-0.100;0.046
1955;2;-0.291;0.144;-0.042;0.083;-0.163;0.063;-0.109;0.052;-0.100;0.046
1955;3;-0.907;0.143;-0.039;0.086;-0.162;0.063;-0.117;0.052;-0.099;0.046
1955;4;-0.234;0.196;-0.035;0.089;-0.154;0.063;-0.115;0.052;-0.101;0.046
1955;5;-0.036;0.234;-0.115;0.094;-0.137;0.062;-0.118;0.051;-0.099;0.045
1955;6;0.028;0.178;-0.155;0.097;-0.122;0.063;-0.115;0.050;-0.099;0.045
1955;7;-0.059;0.230;-0.239;0.098;-0.108;0.062;-0.114;0.051;-0.098;0.045
1955;8;0.064;0.267;-0.271;0.104;-0.104;0.061;-0.110;0.050;-0.099;0.044
1955;9;-0.062;0.171;-0.233;0.100;-0.109;0.061;-0.107;0.049;-0.100;0.044
1955;10;0.225;0.145;-0.248;0.103;-0.114;0.061;-0.104;0.050;-0.100;0.044
1955;11;-0.633;0.251;-0.280;0.097;-0.112;0.058;-0.099;0.049;-0.101;0.043
1955;12;-0.643;0.184;-0.306;0.094;-0.118;0.059;-0.090;0.049;-0.098;0.043
1956;1;-0.314;0.158;-0.299;0.090;-0.113;0.058;-0.080;0.049;-0.100;0.043
1956;2;-0.683;0.165;-0.352;0.080;-0.116;0.057;-0.066;0.050;-0.100;0.043
1956;3;-0.451;0.125;-0.392;0.075;-0.117;0.057;-0.059;0.050;-0.098;0.043
1956;4;-0.415;0.157;-0.452;0.076;-0.120;0.057;-0.054;0.050;-0.099;0.043
1956;5;-0.417;0.160;-0.456;0.070;-0.115;0.057;-0.051;0.051;-0.099;0.042
1956;6;-0.279;0.152;-0.425;0.067;-0.119;0.057;-0.046;0.051;-0.097;0.042
1956;7;0.014;0.127;-0.418;0.065;-0.099;0.058;-0.044;0.051;-0.095;0.042
1956;8;-0.569;0.131;-0.369;0.063;-0.092;0.059;-0.042;0.051;-0.095;0.042
1956;9;-0.538;0.096;-0.362;0.079;-0.078;0.061;-0.040;0.051;-0.094;0.042
1956;10;-0.494;0.147;-0.328;0.083;-0.071;0.059;-0.044;0.052;-0.094;0.041
1956;11;-0.676;0.187;-0.297;0.080;-0.064;0.061;-0.042;0.052;-0.094;0.041
1956;12;-0.278;0.127;-0.263;0.074;-0.061;0.058;-0.048;0.052;-0.093;0.041
1957;1;-0.234;0.091;-0.280;0.080;-0.056;0.057;-0.047;0.052;-0.092;0.040
1957;2;-0.088;0.175;-0.226;0.082;-0.052;0.056;-0.045;0.052;-0.093;0.040
1957;3;-0.370;0.170;-0.183;0.079;-0.052;0.057;-0.038;0.052;-0.092;0.040
1957;4;-0.001;0.105;-0.135;0.070;-0.057;0.059;-0.037;0.053;-0.093;0.039
1957;5;-0.055;0.097;-0.068;0.065;-0.070;0.059;-0.038;0.051;-0.091;0.039
1957;6;0.134;0.120;0.009;0.068;-0.065;0.061;-0.039;0.052;-0.091;0.038
1957;7;-0.188;0.170;0.111;0.074;-0.075;0.062;-0.041;0.052;-0.089;0.038
1957;8;0.081;0.112;0.154;0.067;-0.062;0.063;-0.042;0.050;-0.089;0.038
1957;9;-0.021;0.141;0.186;0.063;-0.066;0.064;-0.043;0.050;-0.089;0.037
1957;10;0.078;0.143;0.199;0.061;-0.065;0.063;-0.039;0.050;-0.089;0.037
1957;11;0.128;0.077;0.217;0.057;-0.073;0.060;-0.031;0.049;-0.089;0.037
1957;12;0.645;0.102;0.184;0.056;-0.072;0.060;-0.027;0.049;-0.088;0.036
1958;1;0.986;0.092;0.220;0.051;-0.072;0.060;-0.028;0.049;-0.091;0.036
1958;2;0.435;0.171;0.201;0.048;-0.073;0.059;-0.024;0.050;-0.090;0.036
1958;3;0.016;0.092;0.184;0.049;-0.071;0.058;-0.030;0.050;-0.084;0.036
1958;4;0.152;0.143;0.183;0.060;-0.073;0.059;-0.035;0.050;-0.084;0.036
1958;5;0.157;0.161;0.174;0.061;-0.070;0.057;-0.038;0.050;-0.085;0.036
1958;6;-0.262;0.140;0.125;0.057;-0.048;0.057;-0.038;0.050;-0.086;0.036
1958;7;0.251;0.186;0.070;0.056;-0.037;0.056;-0.036;0.051;-0.087;0.036
1958;8;-0.156;0.092;0.050;0.059;-0.017;0.056;-0.034;0.052;-0.088;0.035
1958;9;-0.215;0.153;0.095;0.068;-0.005;0.058;-0.030;0.052;-0.089;0.035
1958;10;0.056;0.149;0.113;0.065;0.008;0.057;-0.027;0.051;-0.089;0.035
1958;11;0.027;0.088;0.107;0.082;0.018;0.057;-0.021;0.051;-0.090;0.035
1958;12;0.055;0.113;0.136;0.075;0.026;0.058;-0.023;0.051;-0.090;0.035
1959;1;0.328;0.121;0.134;0.076;0.027;0.059;-0.015;0.052;-0.093;0.035
1959;2;0.196;0.145;0.159;0.081;0.038;0.060;-0.015;0.053;-0.094;0.035
1959;3;0.549;0.306;0.168;0.075;0.049;0.060;-0.018;0.053;-0.094;0.035
1959;4;0.370;0.154;0.155;0.081;0.055;0.062;-0.020;0.053;-0.093;0.035
1959;5;0.081;0.190;0.117;0.089;0.067;0.061;-0.019;0.052;-0.092;0.035
1959;6;0.091;0.092;0.120;0.096;0.067;0.063;-0.019;0.052;-0.091;0.035
1959;7;0.226;0.156;0.099;0.096;0.074;0.063;-0.018;0.052;-0.089;0.035
1959;8;0.149;0.125;0.125;0.092;0.081;0.063;-0.019;0.052;-0.089;0.035
1959;9;-0.112;0.103;-0.015;0.078;0.089;0.061;-0.021;0.052;-0.087;0.035
1959;10;-0.100;0.149;-0.063;0.081;0.092;0.062;-0.026;0.052;-0.086;0.035
1959;11;-0.432;0.153;-0.109;0.067;0.088;0.059;-0.031;0.052;-0.084;0.036
1959;12;0.097;0.196;-0.111;0.067;0.083;0.061;-0.032;0.053;-0.080;0.036
1960;1;0.077;0.106;-0.135;0.070;0.084;0.060;-0.036;0.053;-0.075;0.036
1960;2;0.503;0.125;-0.145;0.069;0.079;0.058;-0.036;0.053;-0.071;0.036
1960;3;-1.128;0.077;-0.133;0.068;0.077;0.060;-0.030;0.055;-0.070;0.036
1960;4;-0.205;0.098;-0.117;0.062;0.077;0.061;-0.030;0.054;-0.067;0.036
1960;5;-0.474;0.212;-0.115;0.058;0.076;0.059;-0.032;0.055;-0.067;0.036
1960;6;0.066;0.093;-0.071;0.057;0.067;0.059;-0.033;0.055;-0.066;0.036
1960;7;-0.057;0.132;-0.049;0.051;0.051;0.059;-0.035;0.053;-0.065;0.036
1960;8;0.020;0.119;-0.046;0.048;0.055;0.059;-0.035;0.052;-0.063;0.036
1960;9;0.040;0.139;0.069;0.045;0.048;0.060;-0.038;0.052;-0.061;0.036
1960;10;0.094;0.144;0.117;0.048;0.043;0.061;-0.039;0.052;-0.060;0.035
1960;11;-0.415;0.101;0.172;0.059;0.037;0.063;-0.037;0.050;-0.056;0.035
1960;12;0.625;0.056;0.182;0.063;0.042;0.062;-0.031;0.049;-0.055;0.035
1961;1;0.341;0.207;0.194;0.065;0.041;0.063;-0.031;0.049;-0.051;0.035
1961;2;0.538;0.091;0.201;0.059;0.048;0.064;-0.026;0.049;-0.047;0.035
1961;3;0.254;0.141;0.209;0.065;0.057;0.064;-0.021;0.049;-0.046;0.035
1961;4;0.376;0.170;0.191;0.074;0.066;0.061;-0.019;0.049;-0.045;0.035
1961;5;0.180;0.215;0.228;0.075;0.074;0.059;-0.017;0.048;-0.045;0.035
1961;6;0.190;0.163;0.150;0.080;0.072;0.060;-0.015;0.047;-0.044;0.035
1961;7;0.086;0.142;0.138;0.080;0.069;0.062;-0.013;0.046;-0.044;0.035
1961;8;0.104;0.217;0.121;0.079;0.062;0.062;-0.009;0.047;-0.043;0.035
1961;9;0.139;0.052;0.111;0.078;0.042;0.061;-0.004;0.047;-0.043;0.035
1961;10;-0.128;0.238;0.093;0.088;0.032;0.060;-0.001;0.047;-0.044;0.035
1961;11;0.026;0.082;0.054;0.079;0.025;0.058;0.002;0.046;-0.042;0.035
1961;12;-0.301;0.103;0.023;0.089;0.023;0.060;0.002;0.046;-0.043;0.035
1962;1;0.189;0.057;0.007;0.090;0.019;0.059;0.003;0.046;-0.047;0.035
1962;2;0.334;0.111;-0.021;0.075;0.014;0.060;0.000;0.045;-0.050;0.036
1962;3;0.140;0.139;-0.045;0.090;0.010;0.059;0.005;0.044;-0.048;0.036
1962;4;0.154;0.157;-0.029;0.096;0.004;0.057;0.006;0.044;-0.047;0.036
1962;5;-0.284;0.157;-0.026;0.099;0.007;0.056;0.009;0.043;-0.047;0.036
1962;6;-0.188;0.262;0.012;0.100;0.002;0.056;0.006;0.041;-0.047;0.036
1962;7;-0.098;0.106;-0.004;0.103;0.004;0.055;0.009;0.041;-0.048;0.035
1962;8;-0.237;0.172;0.026;0.098;-0.011;0.055;0.008;0.040;-0.046;0.035
1962;9;-0.142;0.224;-0.020;0.100;0.005;0.058;0.007;0.040;-0.047;0.035
1962;10;0.065;0.263;-0.044;0.084;0.005;0.056;0.011;0.040;-0.044;0.035
1962;11;0.061;0.159;-0.040;0.094;0.009;0.058;0.010;0.040;-0.041;0.035
1962;12;0.148;0.073;-0.020;0.086;0.006;0.058;0.007;0.040;-0.040;0.035
1963;1;0.004;0.080;0.003;0.096;0.003;0.053;-0.004;0.039;-0.038;0.035
1963;2;0.686;0.098;0.045;0.102;0.002;0.052;-0.007;0.038;-0.036;0.035
1963;3;-0.404;0.156;0.085;0.099;-0.005;0.050;-0.000;0.037;-0.035;0.035
1963;4;-0.137;0.129;0.128;0.070;-0.004;0.049;-0.000;0.038;-0.034;0.035
1963;5;-0.231;0.209;0.165;0.057;-0.004;0.046;-0.004;0.039;-0.032;0.035
1963;6;0.045;0.185;0.147;0.063;-0.014;0.044;-0.005;0.039;-0.030;0.035
1963;7;0.179;0.188;0.163;0.072;-0.025;0.045;-0.008;0.038;-0.028;0.035
1963;8;0.266;0.140;0.087;0.079;-0.035;0.044;-0.010;0.038;-0.028;0.035
1963;9;0.342;0.190;0.067;0.064;-0.037;0.043;-0.012;0.038;-0.027;0.035
1963;10;0.579;0.188;0.055;0.062;-0.045;0.044;-0.012;0.037;-0.027;0.034
1963;11;0.502;0.239;0.049;0.047;-0.053;0.042;-0.015;0.037;-0.025;0.035
1963;12;-0.065;0.137;0.039;0.055;-0.055;0.039;-0.020;0.037;-0.026;0.034
1964;1;0.197;0.195;0.026;0.048;-0.052;0.037;-0.027;0.036;-0.023;0.034
1964;2;-0.224;0.142;-0.007;0.049;-0.055;0.037;-0.035;0.036;-0.024;0.034
1964;3;-0.650;0.072;-0.067;0.051;-0.057;0.037;-0.042;0.033;-0.022;0.034
1964;4;-0.276;0.163;-0.154;0.053;-0.058;0.035;-0.043;0.035;-0.021;0.034
1964;5;-0.303;0.140;-0.217;0.052;-0.063;0.034;-0.042;0.035;-0.020;0.034
1964;6;-0.076;0.190;-0.228;0.050;-0.063;0.033;-0.043;0.037;-0.020;0.033
1964;7;0.024;0.090;-0.228;0.046;-0.068;0.032;-0.044;0.036;-0.019;0.033
1964;8;-0.138;0.220;-0.241;0.046;-0.080;0.030;-0.046;0.036;-0.018;0.033
1964;9;-0.369;0.184;-0.201;0.052;-0.079;0.031;-0.046;0.036;-0.019;0.033
1964;10;-0.475;0.074;-0.198;0.051;-0.081;0.030;-0.042;0.036;-0.021;0.033
1964;11;-0.246;0.073;-0.189;0.071;-0.070;0.030;-0.037;0.036;-0.024;0.033
1964;12;-0.199;0.099;-0.195;0.064;-0.070;0.026;-0.034;0.035;-0.022;0.033
1965;1;0.192;0.057;-0.216;0.047;-0.066;0.026;-0.033;0.034;-0.023;0.033
1965;2;-0.372;0.148;-0.206;0.042;-0.063;0.028;-0.034;0.034;-0.021;0.033
1965;3;-0.174;0.224;-0.207;0.040;-0.063;0.027;-0.024;0.033;-0.015;0.033
1965;4;-0.244;0.099;-0.158;0.043;-0.056;0.029;-0.020;0.033;-0.012;0.033
1965;5;-0.193;0.260;-0.172;0.043;-0.055;0.031;-0.016;0.032;-0.011;0.033
1965;6;-0.146;0.139;-0.152;0.050;-0.054;0.032;-0.017;0.032;-0.010;0.033
1965;7;-0.225;0.302;-0.196;0.054;-0.060;0.032;-0.015;0.031;-0.010;0.032
